filename,locale,voice,text
00006d89a6544063.mp3,tr-TR,tr-TR-EmelNeural,Pazar fırsatları burada önemlidir.
000ddc6a02fc753c.mp3,tr-TR,tr-TR-EmelNeural,merkez depo
001324280d98a02f.mp3,tr-TR,tr-TR-EmelNeural,Kadın uçak teknisyeni motorları tamir ediyor.
001807312fde63ee.mp3,tr-TR,tr-TR-EmelNeural,anne
0018a5142a92e86b.mp3,tr-TR,tr-TR-EmelNeural,sigara içmek
003324ea49ab54a3.mp3,tr-TR,tr-TR-EmelNeural,Köprü eski.
0037943673bc2a7b.mp3,tr-TR,tr-TR-EmelNeural,ağaç
003a8e9aedea5b94.mp3,tr-TR,tr-TR-EmelNeural,Senin için bir hediyem var.
003c2829d944a637.mp3,tr-TR,tr-TR-EmelNeural,Kadın iş danışmanı başvuruda yardımcı oluyor.
0043d7fa9dafa2fc.mp3,tr-TR,tr-TR-EmelNeural,resmî kurum
00457eca83ad3002.mp3,tr-TR,tr-TR-EmelNeural,Bugün hava sıcak.
005f8605cb322792.mp3,tr-TR,tr-TR-EmelNeural,ticari sır
00678beb721fa72b.mp3,tr-TR,tr-TR-EmelNeural,Sosyalist idealleri var.
0069dae4fc8a4200.mp3,tr-TR,tr-TR-EmelNeural,Varil dolu.
007cd596d5b75a2a.mp3,tr-TR,tr-TR-EmelNeural,Makine verimli çalışıyor.
00839b9422c57977.mp3,tr-TR,tr-TR-EmelNeural,Lütfen emniyet kemerini takın!
0084ca61c8a060cb.mp3,tr-TR,tr-TR-EmelNeural,birini görevlendirmek
008748716fd6f8e3.mp3,tr-TR,tr-TR-EmelNeural,Kömür santrali çok CO₂ üretiyor.
00958ecc0ebc7495.mp3,tr-TR,tr-TR-EmelNeural,Bir kahve istiyorum.
009e84ceb8b87c0f.mp3,tr-TR,tr-TR-EmelNeural,gelin ve damat
00a0f80d354634bb.mp3,tr-TR,tr-TR-EmelNeural,sorumlu; yetkili
00a6c81fc835bae3.mp3,tr-TR,tr-TR-EmelNeural,Bu uygulama çok kullanışlı.
00aaa90c001a7be3.mp3,tr-TR,tr-TR-EmelNeural,ekonomi sektörü
00bac714f2f50690.mp3,tr-TR,tr-TR-EmelNeural,net kira
00bd071b88f9603f.mp3,tr-TR,tr-TR-EmelNeural,Nükleer enerji tartışmalıdır.
00ce02613ff3d0a1.mp3,tr-TR,tr-TR-EmelNeural,İşletme tatili sırasında çalışılmaz.
00cfbc016dfddcbf.mp3,tr-TR,tr-TR-EmelNeural,dikmek
00d51383bcf7600b.mp3,tr-TR,tr-TR-EmelNeural,hayal etmek
00d8f0598817793e.mp3,tr-TR,tr-TR-EmelNeural,korkmak; korkutmak
00fce6992fdbebf9.mp3,tr-TR,tr-TR-EmelNeural,postacı
010416577ccde168.mp3,tr-TR,tr-TR-EmelNeural,cihaz; alet
0115bdf12232a349.mp3,tr-TR,tr-TR-EmelNeural,iş emri; sipariş; görev
0120e567961684d4.mp3,tr-TR,tr-TR-EmelNeural,dar; sıkı
0121c8b84512486d.mp3,tr-TR,tr-TR-EmelNeural,birinin eli kolu bağlı
012b743ebb8cb8a0.mp3,tr-TR,tr-TR-EmelNeural,takım; ekip
012b95310049cc7c.mp3,tr-TR,tr-TR-EmelNeural,Dairede ankastre mutfak var.
012ccde5dd24a2bd.mp3,tr-TR,tr-TR-EmelNeural,elektrikli süpürge
0136fa75158706f0.mp3,tr-TR,tr-TR-EmelNeural,Tel fırça ile pas temizlenir.
013f6ea40dd00bd6.mp3,tr-TR,tr-TR-EmelNeural,Sigortayı kursta görüşüyoruz.
0144c1ffbd068edd.mp3,tr-TR,tr-TR-EmelNeural,bir şeye bağlı olmak; bir şeye bağımlı olmak
0146028306a55853.mp3,tr-TR,tr-TR-EmelNeural,kampanya günü
014785f1f302fd0c.mp3,tr-TR,tr-TR-EmelNeural,bandaj
014e1484478215fd.mp3,tr-TR,tr-TR-EmelNeural,Güvenilirlik önemli bir özelliktir.
016008c1af9acece.mp3,tr-TR,tr-TR-EmelNeural,kolay; zahmetsiz
0162b6f068ee7a57.mp3,tr-TR,tr-TR-EmelNeural,bırakmak; yaptırmak
01691b9602091a4a.mp3,tr-TR,tr-TR-EmelNeural,Seyirciler yüksek sesle alkışladı.
016c32acb3cb2ee5.mp3,tr-TR,tr-TR-EmelNeural,Tatil vekâletine iş için ihtiyacım var.
016e0ef6bcf91722.mp3,tr-TR,tr-TR-EmelNeural,Ücret 5 avro.
016ec96f6fda78fb.mp3,tr-TR,tr-TR-EmelNeural,Ödeme koşulları burada önemlidir.
018556b3e1d3e336.mp3,tr-TR,tr-TR-EmelNeural,Açıklama hakkında konuşuyoruz.
0186d588f7760ebf.mp3,tr-TR,tr-TR-EmelNeural,İşsizlik maaşı önemlidir.
018709e8e3ecac14.mp3,tr-TR,tr-TR-EmelNeural,Hauptschule diploması
0194ba2105cc9c5f.mp3,tr-TR,tr-TR-EmelNeural,araç tescil dairesi
01a8f9b3457efe0e.mp3,tr-TR,tr-TR-EmelNeural,çalışma saati
01ad326e5d569a7b.mp3,tr-TR,tr-TR-EmelNeural,Yenileme çok paraya mal olacak.
01b4ff5eab0519c1.mp3,tr-TR,tr-TR-EmelNeural,Sigorta masrafları karşılıyor.
01c7032bcfb2050c.mp3,tr-TR,tr-TR-EmelNeural,Meslektaşım (kadın) bana yardım ediyor.
01cb528e84e80a2a.mp3,tr-TR,tr-TR-EmelNeural,güvenmek
