filename,locale,voice,text
0001c711dfdbae36.mp3,en-US,en-US-JennyNeural,Taking the minutes is an important task.
0017875f18264758.mp3,en-US,en-US-JennyNeural,hundred-year-old; centennial
001b4d06c2b9ca91.mp3,en-US,en-US-JennyNeural,online application
001fb619020973a4.mp3,en-US,en-US-JennyNeural,He wants to develop further professionally.
003c3a7c1d63e76b.mp3,en-US,en-US-JennyNeural,to observe; to heed
003c44dce9430886.mp3,en-US,en-US-JennyNeural,The table is square.
0051429822a7f0c5.mp3,en-US,en-US-JennyNeural,to operate something
0055199f69943678.mp3,en-US,en-US-JennyNeural,The complaint is important here.
005dc10c91252d80.mp3,en-US,en-US-JennyNeural,dirty
006e041fef039e55.mp3,en-US,en-US-JennyNeural,school year
0077c378f69f67f4.mp3,en-US,en-US-JennyNeural,On average we drive 50 km/h.
007c6d3383e20cbb.mp3,en-US,en-US-JennyNeural,The rubbish is outside.
008002f0719a2dcd.mp3,en-US,en-US-JennyNeural,detailed; thorough
0081ca0a2dacf015.mp3,en-US,en-US-JennyNeural,My father‑in‑law is a pensioner.
0084bbc5e8a3db36.mp3,en-US,en-US-JennyNeural,I still have to sort out a few things.
0086f0c31a4bafe5.mp3,en-US,en-US-JennyNeural,She has high competence in her field.
008e8c24c3536bdd.mp3,en-US,en-US-JennyNeural,The thermometer shows 38 degrees.
00917b99f9bbf768.mp3,en-US,en-US-JennyNeural,finance department
009c9cf72c836129.mp3,en-US,en-US-JennyNeural,The chair is made of wood.
00a1f2711d6da191.mp3,en-US,en-US-JennyNeural,Impression
00aec6a3c94375bd.mp3,en-US,en-US-JennyNeural,intimate
00b0e18db19ebda8.mp3,en-US,en-US-JennyNeural,migrant
00b2dfc8b034717b.mp3,en-US,en-US-JennyNeural,The rain makes the work more difficult.
00b8b91bd678aca4.mp3,en-US,en-US-JennyNeural,fresh
00c332378acd995b.mp3,en-US,en-US-JennyNeural,The list of all costs is helpful.
00c37d3b476880ea.mp3,en-US,en-US-JennyNeural,rights and duties
00d518e2f6217ac1.mp3,en-US,en-US-JennyNeural,I write a postcard.
00dcec30f305861c.mp3,en-US,en-US-JennyNeural,He works in the financial sector.
00e5c9959f386be6.mp3,en-US,en-US-JennyNeural,immediately
00eb47f02b94aad6.mp3,en-US,en-US-JennyNeural,club life
00f55fd1f8605061.mp3,en-US,en-US-JennyNeural,strength
010b3759a09edfd3.mp3,en-US,en-US-JennyNeural,The opening of the exhibition is tomorrow.
010d9f73cf030437.mp3,en-US,en-US-JennyNeural,to engage in an activity
