filename,locale,voice,text
0013610e1b709423.mp3,fa-IR,fa-IR-DilaraNeural,دستکش یک‌بارمصرف
001b80a1176d91c6.mp3,fa-IR,fa-IR-DilaraNeural,تالار انبار
001e4ec6ddb96ade.mp3,fa-IR,fa-IR-DilaraNeural,ساخت و ساز کار
003ae9e2e8cfc500.mp3,fa-IR,fa-IR-DilaraNeural,نمی‌دانم کجاست.
003e8f75e4598109.mp3,fa-IR,fa-IR-DilaraNeural,من برنامه را می‌بندم.
004964c07290f3c1.mp3,fa-IR,fa-IR-DilaraNeural,لباس قرمز است.
006d794b65d4f452.mp3,fa-IR,fa-IR-DilaraNeural,فیلم تمام شد.
007efe8c82555e3e.mp3,fa-IR,fa-IR-DilaraNeural,تحصیلات سخت است.
0084407aa30913d6.mp3,fa-IR,fa-IR-DilaraNeural,من یک سیب می‌خورم.
0093ecb6b86ba5ec.mp3,fa-IR,fa-IR-DilaraNeural,ما با آسانسور می‌رویم.
009c96b837abe7e5.mp3,fa-IR,fa-IR-DilaraNeural,ما درباره وام صحبت می‌کنیم.
00a1b9e96cee828e.mp3,fa-IR,fa-IR-DilaraNeural,استدلال‌های او قانع‌کننده بود.
00b33bf81bbc06b1.mp3,fa-IR,fa-IR-DilaraNeural,من آلمانی یاد گرفتم و در این حین خیلی هم لذت بردم.
00c31a4d39a10bfb.mp3,fa-IR,fa-IR-DilaraNeural,اجاره ماهانه ۸۰۰ یورو است.
00d4dffeff2df61d.mp3,fa-IR,fa-IR-DilaraNeural,من یک لیتر آب می‌نوشم.
00d62202ec127d83.mp3,fa-IR,fa-IR-DilaraNeural,به راست
00d659a3e1726bc1.mp3,fa-IR,fa-IR-DilaraNeural,حکومت
00da447d175aa790.mp3,fa-IR,fa-IR-DilaraNeural,کیف من سنگین است.
00dbd935c762fee7.mp3,fa-IR,fa-IR-DilaraNeural,سرپرست
00de3073b23c8f7e.mp3,fa-IR,fa-IR-DilaraNeural,لباس کار
00deaac1ae4f41aa.mp3,fa-IR,fa-IR-DilaraNeural,محل تولید
