filename,locale,voice,text
0000eeb37060bf35.mp3,es-ES,es-ES-ElviraNeural,Estamos hablando de la GmbH (sociedad limitada).
000e87641ba36920.mp3,es-ES,es-ES-ElviraNeural,Los costes de inversión son importantes.
0033720d18e758a9.mp3,es-ES,es-ES-ElviraNeural,El director de ventas es responsable de la facturación.
00391061fc189691.mp3,es-ES,es-ES-ElviraNeural,La rama se rompe.
004597c26d3b3aab.mp3,es-ES,es-ES-ElviraNeural,Estoy en casa.
004b0db7878d4e1a.mp3,es-ES,es-ES-ElviraNeural,La hierba es verde.
005d43304913eefa.mp3,es-ES,es-ES-ElviraNeural,recibir; obtener
005e3ddabfa24bc2.mp3,es-ES,es-ES-ElviraNeural,el prospecto
006795455113fd55.mp3,es-ES,es-ES-ElviraNeural,envío costos
0069609c4b8cf918.mp3,es-ES,es-ES-ElviraNeural,reservar
006f152cbe816810.mp3,es-ES,es-ES-ElviraNeural,responsable; encargado de
00749026f14d5910.mp3,es-ES,es-ES-ElviraNeural,dañino a
007e613b17c1d46c.mp3,es-ES,es-ES-ElviraNeural,En la ciudad a menudo hay mala calidad del aire.
008c839a974d197d.mp3,es-ES,es-ES-ElviraNeural,Encontrará el gato en el maletero.
0097e46ab246fb04.mp3,es-ES,es-ES-ElviraNeural,la candidatura espontánea
00a595745c5abed5.mp3,es-ES,es-ES-ElviraNeural,Me gusta el chocolate.
00ade211b12d3ca6.mp3,es-ES,es-ES-ElviraNeural,el asesor de clientes
00b494e433daefa7.mp3,es-ES,es-ES-ElviraNeural,Vengo de Berlín.
00b56c4f74361283.mp3,es-ES,es-ES-ElviraNeural,Él está en la cocina.
00bd897b45440e1f.mp3,es-ES,es-ES-ElviraNeural,aprender; estudiar
00cd3f21977597fc.mp3,es-ES,es-ES-ElviraNeural,Tengo dolor de estómago.
00d6e15a2cddb23e.mp3,es-ES,es-ES-ElviraNeural,Ella siempre llega tarde.
00d92fb3e0144b94.mp3,es-ES,es-ES-ElviraNeural,raro
00ee9d7e3d026f3d.mp3,es-ES,es-ES-ElviraNeural,televisión serie
00f2051b6ea70cf0.mp3,es-ES,es-ES-ElviraNeural,financiación programa
00f3b4894ea9fb6d.mp3,es-ES,es-ES-ElviraNeural,social seguridad número
01065704cc55a8e5.mp3,es-ES,es-ES-ElviraNeural,La Cámara de Industria y Comercio ofrece asesoramiento.
012cf43f7f2fe94b.mp3,es-ES,es-ES-ElviraNeural,blocking periodo; esperando periodo
012d3627abfa662d.mp3,es-ES,es-ES-ElviraNeural,blanco
0134bf91c6a31e71.mp3,es-ES,es-ES-ElviraNeural,La inmigración ha aumentado.
0137a048d46b386d.mp3,es-ES,es-ES-ElviraNeural,los datos bancarios
013d044c109d65f4.mp3,es-ES,es-ES-ElviraNeural,Las piezas de equipaje se procesan en el aeropuerto.
0143646ffc47b4c1.mp3,es-ES,es-ES-ElviraNeural,desarrollar
0148f105e79229b0.mp3,es-ES,es-ES-ElviraNeural,síntoma
015d7b1a4e68d116.mp3,es-ES,es-ES-ElviraNeural,Voy al mercado.
01666c167eb033d1.mp3,es-ES,es-ES-ElviraNeural,Veo la ayuda de aprendizaje.
01736eb191f94f25.mp3,es-ES,es-ES-ElviraNeural,arriba
017eb2d78ed23321.mp3,es-ES,es-ES-ElviraNeural,Leo un libro.
01874b5a8938af7b.mp3,es-ES,es-ES-ElviraNeural,El caballo es rápido.
018f316b8e71dc91.mp3,es-ES,es-ES-ElviraNeural,Eso es muy óptimo.
019541e26f7e5278.mp3,es-ES,es-ES-ElviraNeural,decepcionado
0197789ca0cd72c7.mp3,es-ES,es-ES-ElviraNeural,Mi cuñado es arquitecto.
01af7304255ebd90.mp3,es-ES,es-ES-ElviraNeural,El ahorro de energía es importante para el medio ambiente.
01b74a93b307cdff.mp3,es-ES,es-ES-ElviraNeural,el vecino
01b7529495bf73a1.mp3,es-ES,es-ES-ElviraNeural,La redacción fue desafortunada.
01c6beea71738d00.mp3,es-ES,es-ES-ElviraNeural,El seguro de pensiones asegura la vejez.
01d20426238885e4.mp3,es-ES,es-ES-ElviraNeural,El empleado emite albaranes de entrega.
01e7980a64a15674.mp3,es-ES,es-ES-ElviraNeural,la comida
01eefc6f981323a2.mp3,es-ES,es-ES-ElviraNeural,verter / regar
01f5dbb55f0d3292.mp3,es-ES,es-ES-ElviraNeural,Necesito el vuelo de regreso para el trabajo.
01f77feff48f76f6.mp3,es-ES,es-ES-ElviraNeural,discusión foro
0202c54803cef7dc.mp3,es-ES,es-ES-ElviraNeural,cuidados área
02035b00f6991e12.mp3,es-ES,es-ES-ElviraNeural,Él es responsable de la calidad.
020a221d36959856.mp3,es-ES,es-ES-ElviraNeural,"Por favor, envíeme los documentos."
020c05f22d4aa143.mp3,es-ES,es-ES-ElviraNeural,La garantía es de 2 años.
0213d574a2174ecb.mp3,es-ES,es-ES-ElviraNeural,detrás de
02164e971a666095.mp3,es-ES,es-ES-ElviraNeural,El cable está dañado.
021781ca9efb59ba.mp3,es-ES,es-ES-ElviraNeural,la oficina ciudadana
021cf50c7fe79ed2.mp3,es-ES,es-ES-ElviraNeural,finanzas
0222dc667af46a94.mp3,es-ES,es-ES-ElviraNeural,indicar; estado; indicar
