filename,locale,voice,text
00003d59b56f6c5d.mp3,ru-RU,ru-RU-SvetlanaNeural,договариваться
00178515af04cb4a.mp3,ru-RU,ru-RU-SvetlanaNeural,наушники
0022b9246ba6d3e2.mp3,ru-RU,ru-RU-SvetlanaNeural,оплата труда
0028a39b91d6979c.mp3,ru-RU,ru-RU-SvetlanaNeural,искать информацию в интернете
002c5bbe5cfc9377.mp3,ru-RU,ru-RU-SvetlanaNeural,поставщик; провайдер
003a06032ec3a1a4.mp3,ru-RU,ru-RU-SvetlanaNeural,Введение отчёта объясняет тему.
004994306c637343.mp3,ru-RU,ru-RU-SvetlanaNeural,Предложение обширное.
004c52043d192b51.mp3,ru-RU,ru-RU-SvetlanaNeural,Почему ты это сделал?
005e8d3b724f04d8.mp3,ru-RU,ru-RU-SvetlanaNeural,Он покупает подержанный автомобиль.
0060f4ae614e884c.mp3,ru-RU,ru-RU-SvetlanaNeural,Врач выдаёт ему больничный.
0086aef7547e06d4.mp3,ru-RU,ru-RU-SvetlanaNeural,Совещание начинается в 10 часов.
008801f6a151b8f5.mp3,ru-RU,ru-RU-SvetlanaNeural,гарантийный срок
0091e2d134f202c4.mp3,ru-RU,ru-RU-SvetlanaNeural,бояться
009f10cd7724ac97.mp3,ru-RU,ru-RU-SvetlanaNeural,С наилучшими пожеланиями
00a900489ecf0f37.mp3,ru-RU,ru-RU-SvetlanaNeural,В выходные у меня наконец-то покой.
00abcf9230fc1122.mp3,ru-RU,ru-RU-SvetlanaNeural,Цифровизация охватывает все сферы.
00ad5a23d656266a.mp3,ru-RU,ru-RU-SvetlanaNeural,кому принадлежит ...?
00afbea9e1fd797c.mp3,ru-RU,ru-RU-SvetlanaNeural,тест
00bca9d0afb38006.mp3,ru-RU,ru-RU-SvetlanaNeural,ремесленник; мастер
00bcabb1325982e0.mp3,ru-RU,ru-RU-SvetlanaNeural,повседневный жизнь
00c50c8ae21b286f.mp3,ru-RU,ru-RU-SvetlanaNeural,школьные годы
00c8465baa6d3b38.mp3,ru-RU,ru-RU-SvetlanaNeural,прийти к результату
00d7ae9e4571bd56.mp3,ru-RU,ru-RU-SvetlanaNeural,Учреждение доступно для людей с ограниченными возможностями.
00e268d5485013a3.mp3,ru-RU,ru-RU-SvetlanaNeural,Профессиональная жизнь напряжённая.
00e2fb00e02a797f.mp3,ru-RU,ru-RU-SvetlanaNeural,мечтать о
00e840ddcaeaf59a.mp3,ru-RU,ru-RU-SvetlanaNeural,Мой сосед – домохозяин и ухаживает за детьми.
00eab484def271b2.mp3,ru-RU,ru-RU-SvetlanaNeural,конференция комната
00ee3bd1a4a8aada.mp3,ru-RU,ru-RU-SvetlanaNeural,Заказчица здесь важна.
00f969448361a234.mp3,ru-RU,ru-RU-SvetlanaNeural,Я люблю тебя.
